"Maze ID","Block ID","Block type","Block title","Block description","Tester ID","Started at","Completed at","Study duration (seconds)","Device type","OS","Vendor","Model","Browser","Browser version","Language","Source","Reach email","Mission type","Path","Screen ID","Screen duration (seconds)","Total duration (seconds)","Success","Give up","x","y","Total click count","Total misclick count","Misclick rate","Total misclick page count"
"456992930","64042887-95e5-4b1a-9469-fa541731c657","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
 
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:2098;1151:2175;1151:1444;1151:1602;1151:2098;1151:2175;1151:1444;1151:1602;1151:1444;1151:2098;1151:1444;1151:1944;1151:2143;1151:2261;1151:1516","1151:2098",3.1,51.49,"TRUE","FALSE",42,4,19,6,"31.58%",3
"456992930","64042887-95e5-4b1a-9469-fa541731c657","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
 
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:2098;1151:2175;1151:1444;1151:1602;1151:2098;1151:2175;1151:1444;1151:1602;1151:1444;1151:2098;1151:1444;1151:1944;1151:2143;1151:2261;1151:1516","1151:2098",3.1,51.49,"TRUE","FALSE",50,6,19,6,"31.58%",3
"456992930","64042887-95e5-4b1a-9469-fa541731c657","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
 
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:2098;1151:2175;1151:1444;1151:1602;1151:2098;1151:2175;1151:1444;1151:1602;1151:1444;1151:2098;1151:1444;1151:1944;1151:2143;1151:2261;1151:1516","1151:2098",3.1,51.49,"TRUE","FALSE",69,6,19,6,"31.58%",3
"456992930","64042887-95e5-4b1a-9469-fa541731c657","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
 
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:2098;1151:2175;1151:1444;1151:1602;1151:2098;1151:2175;1151:1444;1151:1602;1151:1444;1151:2098;1151:1444;1151:1944;1151:2143;1151:2261;1151:1516","1151:2175",,51.49,"TRUE","FALSE",14,97,19,6,"31.58%",3
"456992930","64042887-95e5-4b1a-9469-fa541731c657","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
 
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:2098;1151:2175;1151:1444;1151:1602;1151:2098;1151:2175;1151:1444;1151:1602;1151:1444;1151:2098;1151:1444;1151:1944;1151:2143;1151:2261;1151:1516","1151:1444",20.9,51.49,"TRUE","FALSE",14,39,19,6,"31.58%",3
"456992930","64042887-95e5-4b1a-9469-fa541731c657","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
 
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:2098;1151:2175;1151:1444;1151:1602;1151:2098;1151:2175;1151:1444;1151:1602;1151:1444;1151:2098;1151:1444;1151:1944;1151:2143;1151:2261;1151:1516","1151:1444",20.9,51.49,"TRUE","FALSE",15,39,19,6,"31.58%",3
"456992930","64042887-95e5-4b1a-9469-fa541731c657","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
 
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:2098;1151:2175;1151:1444;1151:1602;1151:2098;1151:2175;1151:1444;1151:1602;1151:1444;1151:2098;1151:1444;1151:1944;1151:2143;1151:2261;1151:1516","1151:1444",20.9,51.49,"TRUE","FALSE",15,39,19,6,"31.58%",3
"456992930","64042887-95e5-4b1a-9469-fa541731c657","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
 
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:2098;1151:2175;1151:1444;1151:1602;1151:2098;1151:2175;1151:1444;1151:1602;1151:1444;1151:2098;1151:1444;1151:1944;1151:2143;1151:2261;1151:1516","1151:1444",20.9,51.49,"TRUE","FALSE",39,53,19,6,"31.58%",3
"456992930","64042887-95e5-4b1a-9469-fa541731c657","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
 
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:2098;1151:2175;1151:1444;1151:1602;1151:2098;1151:2175;1151:1444;1151:1602;1151:1444;1151:2098;1151:1444;1151:1944;1151:2143;1151:2261;1151:1516","1151:1444",,51.49,"TRUE","FALSE",26,89,19,6,"31.58%",3
"456992930","64042887-95e5-4b1a-9469-fa541731c657","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
 
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:2098;1151:2175;1151:1444;1151:1602;1151:2098;1151:2175;1151:1444;1151:1602;1151:1444;1151:2098;1151:1444;1151:1944;1151:2143;1151:2261;1151:1516","1151:1602",0.5,51.49,"TRUE","FALSE",8,70,19,6,"31.58%",3
