"Maze ID","Block ID","Block type","Block title","Block description","Tester ID","Started at","Completed at","Study duration (seconds)","Device type","OS","Vendor","Model","Browser","Browser version","Language","Source","Reach email","Mission type","Path","Screen ID","Screen duration (seconds)","Total duration (seconds)","Success","Give up","x","y","Total click count","Total misclick count","Misclick rate","Total misclick page count"
"458015037","20fff27d-1cb9-43a5-8ec1-fa218e653275","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
","457052345","2025-10-22 11:45:39","2025-10-22 11:46:59",80.2,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:627;9:129;9:627;9:878;9:279","9:627",1.1,7.38,"TRUE","FALSE",16,96,4,0,"0.00%",0
"458015037","20fff27d-1cb9-43a5-8ec1-fa218e653275","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
","457052345","2025-10-22 11:45:39","2025-10-22 11:46:59",80.2,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:627;9:129;9:627;9:878;9:279","9:129",1.4,7.38,"TRUE","FALSE",81,40,4,0,"0.00%",0
"458015037","20fff27d-1cb9-43a5-8ec1-fa218e653275","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
","457052345","2025-10-22 11:45:39","2025-10-22 11:46:59",80.2,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:627;9:129;9:627;9:878;9:279","9:627",3.2,7.38,"TRUE","FALSE",90,7,4,0,"0.00%",0
"458015037","20fff27d-1cb9-43a5-8ec1-fa218e653275","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
","457052345","2025-10-22 11:45:39","2025-10-22 11:46:59",80.2,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:627;9:129;9:627;9:878;9:279","9:878",1.7,7.38,"TRUE","FALSE",54,51,4,0,"0.00%",0
"458015037","20fff27d-1cb9-43a5-8ec1-fa218e653275","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
","300479800","2025-10-22 11:45:52","2025-10-22 11:47:12",79.4,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:627;9:129;9:627;9:878;9:279","9:627",1.2,8.05,"TRUE","FALSE",14,96,4,0,"0.00%",0
"458015037","20fff27d-1cb9-43a5-8ec1-fa218e653275","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
","300479800","2025-10-22 11:45:52","2025-10-22 11:47:12",79.4,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:627;9:129;9:627;9:878;9:279","9:129",4,8.05,"TRUE","FALSE",82,47,4,0,"0.00%",0
"458015037","20fff27d-1cb9-43a5-8ec1-fa218e653275","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
","300479800","2025-10-22 11:45:52","2025-10-22 11:47:12",79.4,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:627;9:129;9:627;9:878;9:279","9:627",1.4,8.05,"TRUE","FALSE",89,7,4,0,"0.00%",0
"458015037","20fff27d-1cb9-43a5-8ec1-fa218e653275","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
","300479800","2025-10-22 11:45:52","2025-10-22 11:47:12",79.4,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:627;9:129;9:627;9:878;9:279","9:878",1.5,8.05,"TRUE","FALSE",12,52,4,0,"0.00%",0
"458015037","20fff27d-1cb9-43a5-8ec1-fa218e653275","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
","457117309","2025-10-24 10:17:25","2025-10-24 10:19:27",122.2,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:627;9:878;9:279","9:627",2.4,6.29,"TRUE","FALSE",87,7,2,0,"0.00%",0
"458015037","20fff27d-1cb9-43a5-8ec1-fa218e653275","mission","📍 | Missão 5 – Perfil do Usuário","❓ | Por fim, você conhecerá a área de perfil, onde são exibidas as informações pessoais do usuário e opções de gerenciamento da conta. Observe como a navegação é concluída.

🔵 | Não é necessário realizar nenhuma edição — apenas compreender o fluxo apresentado.

🎯 | Objetivo: Finalizar a jornada retornando a tela de login
","457117309","2025-10-24 10:17:25","2025-10-24 10:19:27",122.2,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:627;9:878;9:279","9:878",3.9,6.29,"TRUE","FALSE",30,54,2,0,"0.00%",0
