"Maze ID","Block ID","Block type","Block title","Block description","Tester ID","Started at","Completed at","Study duration (seconds)","Device type","OS","Vendor","Model","Browser","Browser version","Language","Source","Reach email","Mission type","Path","Screen ID","Screen duration (seconds)","Total duration (seconds)","Success","Give up","x","y","Total click count","Total misclick count","Misclick rate","Total misclick page count"
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:2000;1151:1444","1151:1516",,2.78,"TRUE","FALSE",34,63,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","454693742","2025-10-20 14:08:21","2025-10-20 14:10:19",117.5,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:2000;1151:1444","1151:2000",1.2,2.78,"TRUE","FALSE",34,71,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","457215158","2025-10-20 19:27:18","2025-10-20 19:51:37",1458.5,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:1553;1151:2083;1151:1576;1151:2000;1151:1444","1151:1516",0.4,11.27,"TRUE","FALSE",75,75,6,1,"16.67%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","457215158","2025-10-20 19:27:18","2025-10-20 19:51:37",1458.5,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:1553;1151:2083;1151:1576;1151:2000;1151:1444","1151:1516",0.4,11.27,"TRUE","FALSE",74,72,6,1,"16.67%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","457215158","2025-10-20 19:27:18","2025-10-20 19:51:37",1458.5,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:1553;1151:2083;1151:1576;1151:2000;1151:1444","1151:1553",1.1,11.27,"TRUE","FALSE",69,77,6,1,"16.67%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","457215158","2025-10-20 19:27:18","2025-10-20 19:51:37",1458.5,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:1553;1151:2083;1151:1576;1151:2000;1151:1444","1151:2083",1,11.27,"TRUE","FALSE",64,75,6,1,"16.67%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","457215158","2025-10-20 19:27:18","2025-10-20 19:51:37",1458.5,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:1553;1151:2083;1151:1576;1151:2000;1151:1444","1151:1576",0.8,11.27,"TRUE","FALSE",65,72,6,1,"16.67%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","457215158","2025-10-20 19:27:18","2025-10-20 19:51:37",1458.5,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:1553;1151:2083;1151:1576;1151:2000;1151:1444","1151:2000",1.7,11.27,"TRUE","FALSE",60,71,6,1,"16.67%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","284515967","2025-10-22 11:46:55","2025-10-22 11:48:29",94,,"Windows",,,"Chrome","141.0.0.0","en-US","link",,"GOAL_BASED","1151:1712;1151:1540;1151:1516;1151:2000;1151:1444","1151:1540",0.8,6.81,"TRUE","FALSE",28,90,4,1,"25.00%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","284515967","2025-10-22 11:46:55","2025-10-22 11:48:29",94,,"Windows",,,"Chrome","141.0.0.0","en-US","link",,"GOAL_BASED","1151:1712;1151:1540;1151:1516;1151:2000;1151:1444","1151:1540",0.8,6.81,"TRUE","FALSE",29,82,4,1,"25.00%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","284515967","2025-10-22 11:46:55","2025-10-22 11:48:29",94,,"Windows",,,"Chrome","141.0.0.0","en-US","link",,"GOAL_BASED","1151:1712;1151:1540;1151:1516;1151:2000;1151:1444","1151:1516",1.8,6.81,"TRUE","FALSE",46,62,4,1,"25.00%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","284515967","2025-10-22 11:46:55","2025-10-22 11:48:29",94,,"Windows",,,"Chrome","141.0.0.0","en-US","link",,"GOAL_BASED","1151:1712;1151:1540;1151:1516;1151:2000;1151:1444","1151:2000",1.2,6.81,"TRUE","FALSE",50,70,4,1,"25.00%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","457096079","2025-10-22 11:54:31","2025-10-22 11:55:47",76.5,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:2000;1151:1444","1151:1516",,12.81,"TRUE","FALSE",79,63,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","457096079","2025-10-22 11:54:31","2025-10-22 11:55:47",76.5,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:2000;1151:1444","1151:2000",1.1,12.81,"TRUE","FALSE",57,72,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","452600179","2025-10-23 13:07:59",,,"mobile","iOS","Apple","iPhone","Mobile Safari","26.1","en-GB","link",,"GOAL_BASED","1151:1712;1151:1540;1151:1516;1151:2000;1151:1444","1151:1516",2.6,11.09,"TRUE","FALSE",26,45,3,1,"33.33%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","452600179","2025-10-23 13:07:59",,,"mobile","iOS","Apple","iPhone","Mobile Safari","26.1","en-GB","link",,"GOAL_BASED","1151:1712;1151:1540;1151:1516;1151:2000;1151:1444","1151:1516",2.6,11.09,"TRUE","FALSE",32,61,3,1,"33.33%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","452600179","2025-10-23 13:07:59",,,"mobile","iOS","Apple","iPhone","Mobile Safari","26.1","en-GB","link",,"GOAL_BASED","1151:1712;1151:1540;1151:1516;1151:2000;1151:1444","1151:2000",1.4,11.09,"TRUE","FALSE",42,71,3,1,"33.33%",1
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","455224138","2025-10-23 13:10:45","2025-10-23 13:12:08",83.6,,"Windows",,,"Opera","122.0.0.0","en-US","link",,"GOAL_BASED","1151:1712;1151:1540;1151:1516;1151:2000;1151:1444","1151:1516",1.9,26.28,"TRUE","FALSE",70,63,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","455224138","2025-10-23 13:10:45","2025-10-23 13:12:08",83.6,,"Windows",,,"Opera","122.0.0.0","en-US","link",,"GOAL_BASED","1151:1712;1151:1540;1151:1516;1151:2000;1151:1444","1151:2000",0.9,26.28,"TRUE","FALSE",71,71,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","457139441","2025-10-24 10:43:36","2025-10-24 10:49:07",331.3,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:2000;1151:1444","1151:1516",,2.9,"TRUE","FALSE",52,61,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","457139441","2025-10-24 10:43:36","2025-10-24 10:49:07",331.3,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:2000;1151:1444","1151:2000",1.3,2.9,"TRUE","FALSE",57,71,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","459356026","2025-10-24 15:18:19","2025-10-24 15:20:05",105.7,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:2000;1151:1444","1151:1516",,4.26,"TRUE","FALSE",48,60,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","459356026","2025-10-24 15:18:19","2025-10-24 15:20:05",105.7,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:2000;1151:1444","1151:2000",1.9,4.26,"TRUE","FALSE",56,71,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","459407124","2025-10-24 17:33:37","2025-10-24 17:34:31",54.3,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:2000;1151:1444","1151:1516",,2.33,"TRUE","FALSE",63,64,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","459407124","2025-10-24 17:33:37","2025-10-24 17:34:31",54.3,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:2000;1151:1444","1151:2000",1,2.33,"TRUE","FALSE",54,71,2,0,"0.00%",0
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:1553;1151:2083;1151:1576;1151:2000;1151:1444","1151:1516",,33.74,"TRUE","FALSE",52,70,13,8,"61.54%",3
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:1553;1151:2083;1151:1576;1151:2000;1151:1444","1151:1553",8.7,33.74,"TRUE","FALSE",27,48,13,8,"61.54%",3
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:1553;1151:2083;1151:1576;1151:2000;1151:1444","1151:1553",8.7,33.74,"TRUE","FALSE",27,48,13,8,"61.54%",3
"456992930","642e9e3c-9774-43fb-b094-8ba87f18ddda","mission","📍 | Missão 1 – Tela Inicial","❓ | Nesta etapa, você conhecerá a tela de entrada do sistema. Observe os elementos apresentados e entenda como ocorre o processo de acesso.

🔵 | Não é necessário inserir informações ou realizar ações funcionais, pois este é apenas um protótipo.

🎯 | Objetivo: Localizar a tela principal do aplicativo.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1712;1151:1516;1151:1553;1151:2083;1151:1576;1151:2000;1151:1444","1151:1553",8.7,33.74,"TRUE","FALSE",49,76,13,8,"61.54%",3
